Id,price
1,876.48944
2,3123.949
3,648.2563
4,3176.6348
5,798.93384
6,6142.889
7,7056.713
8,5736.9907
9,2182.7356
10,518.15784
11,1805.925
12,2505.7385
13,5122.7427
14,10767.773
15,975.0052
16,5850.1724
17,3989.3423
18,9084.478
19,8535.891
20,5249.4077
21,2066.3662
22,1183.6395
23,501.19006
24,1523.3455
25,6948.163
26,6689.732
27,14307.858
28,2505.7385
29,4126.273
30,2293.1038
31,1409.0491
32,535.79877
33,15410.05
34,7972.371
35,5443.3574
36,2618.2485
37,8895.915
38,1549.1362
39,489.03653
40,3553.7146
41,2879.0906
42,7572.7593
43,11443.357
44,6289.6523
45,891.9599
46,540.4606
47,2247.1995
48,394.37286
49,962.6682
50,736.1692
51,518.01337
52,4127.7036
53,21112.45
54,492.404
55,8930.24
56,12135.56
57,4506.451
58,1886.756
59,20173.285
60,6247.5635
61,441.22894
62,4859.811
63,15537.596
64,13426.38
65,1998.1199
66,11568.124
67,2982.9075
68,754.0978
69,688.5774
70,1541.8191
71,1329.985
72,584.8682
73,6874.9917
74,536.56903
75,12486.4
76,5278.713
77,1069.8286
78,12068.29
79,3535.9988
80,1418.1361
81,10769.016
82,1350.6814
83,7920.736
84,4990.401
85,446.74094
86,4809.052
87,3729.8699
88,9294.465
89,8917.912
90,2041.393
91,18492.557
92,1257.5702
93,772.9306
94,460.63214
95,1379.9127
96,1171.9944
97,1736.5216
98,2412.1238
99,1679.5337
100,2523.4038
101,21463.646
102,1887.4459
103,804.7865
104,2890.0977
105,3554.6226
106,6613.99
107,3568.8542
108,18820.24
109,798.33856
110,800.48096
111,3614.0427
112,641.4997
113,1678.2202
114,815.6061
115,647.8367
116,13985.908
117,1003.5175
118,626.69354
119,633.6953
120,11980.308
121,685.8809
122,720.55225
123,7379.396
124,1088.4957
125,1373.5376
126,711.7575
127,7959.6973
128,6397.394
129,1479.1841
130,1327.7715
131,544.0631
132,7906.6797
133,590.343
134,13611.655
135,17726.174
136,16449.312
137,1066.718
138,1809.5425
139,628.7778
140,684.60535
141,8331.6045
142,1558.95
143,8989.326
144,870.71265
145,2747.7158
146,2802.6863
147,13486.397
148,1280.8636
149,6676.915
150,858.82227
151,10402.897
152,5113.7207
153,660.3259
154,869.47125
155,818.0651
156,7448.1533
157,8095.303
158,3374.5125
159,823.8392
160,8075.9526
161,8444.17
162,601.906
163,946.3898
164,19122.635
165,10797.014
166,1318.426
167,707.63165
168,2593.294
169,8335.31
170,443.58478
171,6851.893
172,11507.138
173,10251.058
174,20498.945
175,13701.162
176,6261.9463
177,4985.863
178,834.373
179,3610.0962
180,4133.778
181,549.41425
182,778.9381
183,1274.4312
184,1744.8027
185,583.6968
186,1881.7806
187,1595.6813
188,3938.3472
189,1413.4265
190,5364.9526
191,5240.5513
192,702.09247
193,4397.377
194,16482.346
195,4052.944
196,11741.073
197,3594.3447
198,5536.664
199,5215.679
200,911.2936
201,9785.357
202,995.20905
203,6959.0674
204,9412.864
205,1366.643
206,9853.891
207,7279.4844
208,3259.393
209,7674.3423
210,11439.508
211,796.4378
212,4950.8096
213,1765.4988
214,1175.1509
215,17536.77
216,830.2786
217,3293.8264
218,364.335
219,4389.2197
220,1014.2745
221,9620.769
222,5303.993
223,934.3045
224,1752.5146
225,589.7027
226,734.3047
227,1558.2456
228,2328.6057
229,5611.3574
230,4565.363
231,1859.7424
232,686.3899
233,725.0609
234,2402.8928
235,14414.202
236,458.82892
237,1306.0093
238,9107.308
239,392.79654
240,10743.728
241,2537.711
242,436.89603
243,16992.158
244,6703.971
245,7931.8135
246,5228.8823
247,532.89496
248,1629.5485
249,1071.3665
250,5731.008
251,8178.652
252,10045.813
253,625.6485
254,18754.156
255,1205.2207
256,22396.592
257,7597.237
258,1750.0361
259,747.4106
260,6713.8164
261,1397.56
262,1813.5299
263,945.28107
264,6238.27
265,1036.878
266,354.88608
267,8125.5103
268,1201.6224
269,21533.28
270,5272.419
271,6936.747
272,6936.533
273,860.3575
274,6719.3643
275,1266.6981
276,6103.2305
277,7661.5547
278,904.03705
279,1553.7218
280,607.002
281,871.4764
282,7739.4795
283,4164.685
284,2420.1694
285,3083.5195
286,664.4597
287,3120.2134
288,1374.5776
289,13034.356
290,2538.6775
291,6293.086
292,3058.3926
293,2734.7004
294,4569.3765
295,507.4219
296,1317.6287
297,9024.169
298,6188.1606
299,915.96954
300,15843.234
301,6438.667
302,1565.2604
303,1387.4001
304,9440.294
305,547.4467
306,639.70483
307,1948.6914
308,617.9768
309,10597.506
310,655.247
311,18409.05
312,656.00366
313,1428.6814
314,346.3662
315,406.97574
316,2555.55
317,1323.3953
318,6886.9053
319,773.9428
320,4080.9185
321,3877.971
322,612.60944
323,6013.3804
324,3445.6423
325,3631.843
326,1605.2953
327,1365.4316
328,12974.652
329,732.55054
330,3575.6848
331,5082.542
332,14970.713
333,10076.447
334,3700.338
335,2629.4421
336,2321.8691
337,4903.6675
338,1850.3617
339,14169.641
340,1098.6931
341,5145.928
342,12088.664
343,4134.716
344,6753.257
345,1146.6823
346,696.09717
347,2562.208
348,2770.5364
349,7191.4995
350,710.8676
351,12134.92
352,1323.0387
353,4333.757
354,6566.386
355,1934.517
356,3077.5159
357,12055.7295
358,1733.63
359,1234.9886
360,2054.0564
361,592.76697
362,5200.197
363,3393.8704
364,492.6028
365,888.3062
366,461.52652
367,2391.241
368,985.8364
369,1807.0568
370,7181.1675
371,1837.4824
372,2773.944
373,476.3198
374,2164.702
375,8962.047
376,4617.6523
377,5438.172
378,3533.433
379,1726.7332
380,616.56226
381,2504.9282
382,4267.9824
383,9040.47
384,479.248
385,1295.1029
386,415.22336
387,3692.0632
388,549.07446
389,3438.2659
390,549.0471
391,1354.9453
392,6004.1904
393,6238.2754
394,3356.153
395,1823.0845
396,749.43317
397,8169.9165
398,756.6229
399,587.504
400,12767.66
401,5577.7534
402,1184.1495
403,2431.6328
404,8118.277
405,3256.63
406,3414.768
407,1604.0194
408,5168.2163
409,1529.0674
410,2787.995
411,1631.9211
412,786.3141
413,5382.561
414,642.9418
415,11179.096
416,738.85535
417,10337.0205
418,931.5349
419,576.2842
420,762.0321
421,546.48645
422,641.7375
423,17578.324
424,7344.156
425,1273.6278
426,1937.5032
427,2450.8376
428,1617.5604
429,2540.8252
430,1450.6245
431,646.467
432,4240.116
433,9535.004
434,4243.8306
435,2080.0667
436,893.31494
437,7802.0566
438,1003.018
439,11349.59
440,794.57007
441,17722.15
442,7140.8257
443,13798.107
444,643.05194
445,1067.5398
446,3556.438
447,3949.0986
448,462.55252
449,833.289
450,4494.9736
451,9632.313
452,1281.904
453,2561.2014
454,14626.797
455,12076.711
456,391.07507
457,1202.9263
458,986.5573
459,13001.754
460,3430.0747
461,1376.0142
462,12370.461
463,864.7742
464,7300.7627
465,737.273
466,9442.274
467,808.3438
468,1673.4937
469,4379.2583
470,4663.768
471,4638.294
472,16371.118
473,2772.6025
474,7803.4023
475,640.64014
476,1367.1096
477,12665.133
478,8404.66
479,13177.727
480,479.1822
481,887.80066
482,2401.3198
483,1105.8268
484,17387.727
485,3319.6934
486,11470.149
487,18014.05
488,1742.0697
489,5207.818
490,6331.442
491,440.40402
492,718.523
493,695.5744
494,1669.9006
495,777.0375
496,6319.4487
497,290.32147
