Id,price
1,868.47955
2,3029.4502
3,550.4576
4,3174.7668
5,781.2483
6,6149.582
7,7081.8257
8,5190.1113
9,2168.4316
10,577.1747
11,1839.4417
12,2440.458
13,5080.946
14,10745.592
15,991.27783
16,4916.6895
17,3421.6763
18,9494.029
19,7998.316
20,5060.3115
21,2062.7847
22,1109.6354
23,510.32123
24,1533.7148
25,7366.3857
26,4782.94
27,14408.892
28,2440.458
29,3789.6392
30,2367.7441
31,1561.1149
32,471.45456
33,15783.428
34,7738.1675
35,5713.299
36,2542.3892
37,9381.115
38,1512.1359
39,494.06763
40,3259.2805
41,2677.5051
42,7171.627
43,11567.13
44,6279.736
45,869.0841
46,628.87866
47,2331.2026
48,409.0613
49,948.11993
50,697.76337
51,540.67944
52,3887.9187
53,21284.506
54,523.2459
55,8866.922
56,11649.574
57,4463.242
58,1854.0878
59,19933.404
60,6244.9395
61,433.39297
62,4837.2935
63,14718.876
64,13200.656
65,1979.8444
66,12029.705
67,3034.2068
68,783.07996
69,690.618
70,1486.1293
71,1260.4747
72,549.1178
73,6886.449
74,529.6813
75,12074.201
76,4891.9717
77,1076.859
78,12132.323
79,3365.652
80,1364.508
81,11008.47
82,1364.2506
83,8096.0127
84,4913.9917
85,426.71057
86,4701.834
87,3955.663
88,11057.392
89,8992.264
90,2045.0074
91,18729.324
92,1283.8396
93,810.4125
94,503.1727
95,1137.3063
96,1190.3821
97,1752.5308
98,2429.8477
99,1684.4607
100,2550.4504
101,18409.188
102,1842.6984
103,792.19916
104,3087.7708
105,3413.4526
106,6775.863
107,3328.5063
108,17853.816
109,798.5029
110,822.2534
111,3421.7073
112,612.0794
113,1150.8977
114,792.3011
115,633.0511
116,14458.6
117,981.74976
118,461.1453
119,653.7651
120,11983.61
121,739.235
122,673.326
123,7318.0264
124,1128.179
125,1519.6249
126,706.24536
127,8583.785
128,7922.474
129,1458.3177
130,1311.4407
131,561.66815
132,7771.987
133,596.4379
134,15160.437
135,18361.938
136,15815.384
137,1042.9395
138,1853.5496
139,513.80994
140,661.7888
141,7863.478
142,1821.9697
143,8100.5654
144,853.2885
145,2754.514
146,2782.559
147,11913.868
148,1277.5839
149,6667.72
150,806.6238
151,10195.921
152,5109.531
153,664.79926
154,831.5516
155,764.8193
156,7645.902
157,7505.4385
158,3757.2075
159,795.53595
160,8200.74
161,8066.1675
162,583.4867
163,955.885
164,17856.867
165,10846.848
166,1510.7773
167,699.0498
168,3274.3318
169,7493.921
170,475.19653
171,7785.714
172,10518.99
173,10523.422
174,18657.715
175,13697.509
176,6729.857
177,5045.158
178,814.0591
179,3582.7615
180,3734.5715
181,541.0865
182,772.5413
183,1372.343
184,1607.992
185,538.429
186,2019.2977
187,1499.1349
188,3352.3
189,1439.3453
190,5333.396
191,5185.3027
192,697.8921
193,4512.2983
194,16629.564
195,4148.787
196,11270.76
197,3775.6477
198,5533.991
199,5422.988
200,822.2439
201,9839.6
202,1036.5366
203,6844.975
204,9426.148
205,1390.0961
206,10232.236
207,7639.751
208,3268.2878
209,7340.024
210,11317.054
211,845.8156
212,4982.3896
213,2025.1102
214,1133.2948
215,17966.133
216,780.64307
217,3301.181
218,345.5737
219,3907.3042
220,1055.0554
221,9365.344
222,5760.0684
223,1009.5461
224,1726.5231
225,622.17773
226,721.55347
227,1681.2869
228,2189.8018
229,5657.0796
230,3871.2642
231,1855.376
232,700.7797
233,771.65875
234,2376.259
235,13335.699
236,440.69626
237,1356.2941
238,10399.514
239,347.61804
240,10431.699
241,2508.2766
242,437.41013
243,16584.395
244,6746.065
245,7818.404
246,5966.2905
247,514.03705
248,1753.6337
249,990.8948
250,5793.037
251,8666.87
252,10388.633
253,612.4609
254,17631.988
255,1115.2924
256,21445.389
257,7446.615
258,1716.8784
259,643.8163
260,6448.9336
261,1411.3091
262,1789.5015
263,953.83307
264,6340.266
265,1023.14923
266,254.66197
267,8262.067
268,1424.1722
269,20431.773
270,5074.781
271,7352.9067
272,6531.138
273,885.86096
274,6487.0483
275,1270.8438
276,6049.908
277,7397.437
278,937.5213
279,1423.9025
280,556.11414
281,891.1542
282,7644.7295
283,3861.988
284,2422.3052
285,3187.0337
286,701.92633
287,3068.11
288,1087.1461
289,14055.19
290,2485.5747
291,6393.037
292,3073.9626
293,2895.7222
294,4507.6055
295,464.19345
296,1299.5577
297,9130.073
298,6258.4277
299,874.9148
300,15309.34
301,6221.573
302,1552.7998
303,1415.1261
304,9413.071
305,542.8749
306,654.07007
307,1894.5924
308,626.61884
309,11452.063
310,696.1696
311,17623.11
312,635.48254
313,1447.189
314,369.34772
315,373.7318
316,2629.9207
317,1339.1984
318,6546.6494
319,789.13367
320,4289.5283
321,4153.71
322,607.8781
323,5919.7905
324,3044.237
325,3510.2036
326,990.15314
327,1105.4506
328,12040.213
329,696.29565
330,3270.4346
331,5065.4375
332,15070.354
333,10098.718
334,4404.871
335,2470.3403
336,2398.1013
337,4979.1724
338,1818.0922
339,14219.879
340,1089.7592
341,5086.2544
342,11477.931
343,3434.467
344,6339.9697
345,1126.3765
346,667.3845
347,2409.9343
348,2698.7976
349,7077.6294
350,776.80817
351,11931.003
352,1360.3401
353,4151.759
354,6709.6978
355,1905.0985
356,3204.1416
357,11959.83
358,1596.0658
359,1192.3348
360,2058.6616
361,584.7132
362,5226.754
363,3183.0
364,451.08258
365,884.4897
366,495.04202
367,2275.5664
368,1001.91
369,1732.8035
370,8365.712
371,1841.7744
372,2675.0635
373,464.7579
374,2146.2065
375,8801.785
376,4625.961
377,5693.4565
378,3546.1948
379,1709.4042
380,588.2302
